,date,tweet,cleaned_tweet,sentiment
716,2021-10-01 15:03:00,Good morning everyone ☕️  If you don't own any #Bitcoin then you're hustling backwards 👋  https://t.co/TeAtZ0lvgX,Good morning everyone ☕️  If you don't own any  then you're hustling backwards 👋  ,0.0023259520530700684
717,2021-10-01 15:02:56,Could be something like this as a wave 1 or even an ending wave C  #Bitcoin #Crypto  https://t.co/BFv4bFE8xF,Could be something like this as a wave 1 or even an ending wave C     ,0.001579880714416504
718,2021-10-01 15:02:52,"first hourly candle close above outside trend line &amp; took out the recent hourly swing, bullish on the hourly. 1 more hour for an 8 HR candle close...  Oh, &amp; now its officially October here in CA 😎 #CTM $BTC  https://t.co/uvH8Bp0EtV","first hourly candle close above outside trend line &amp; took out the recent hourly swing, bullish on the hourly. 1 more hour for an 8 HR candle , &amp; now its officially October here in CA 😎  $BTC  ",0.005637645721435547
719,2021-10-01 15:02:46,"some people read about economics and how money works and that it's a social construct, and it breaks their brains and they become bizarre crank prophets. add bitcoin and nothing good happens.","some people read about economics and how money works and that it's a social construct, and it breaks their brains and they become bizarre crank prophets. add bitcoin and nothing good happens.",0.0002738833427429199
720,2021-10-01 15:02:37,The level of soy that has infiltrated Bitcoin twitter recently is too much,The level of soy that has infiltrated Bitcoin twitter recently is too much,0.00022870302200317383
722,2021-10-01 15:02:13,50$ #BTC Roobet Giveaway   How to participate:  1. Register:  https://t.co/RDhZGcjPCd 2. Follow us and @Roobet   3. Retweet 4. Tell us your roobet username down below  🏆Winner will be announced in 3 days from now  Good Luck 🎲  https://t.co/X7afCQRKtv,50$  Roobet Giveaway   How to participate:  1. Register:  🏆Winner will be announced in 3 days from now  Good Luck 🎲  ,0.0039781928062438965
723,2021-10-01 15:02:11,Officially the first #Bitcoin mining from the #volcanode 🌋 🇸🇻 #bitcoinmining,Officially the first  mining from the  🌋 🇸🇻 ,0.3175851106643677
727,2021-10-01 15:01:33,@bstofka @gladstein each day is a good day for #bitcoin in 🇸🇻 El Salvador now.,  each day is a good day for  in 🇸🇻 El Salvador now.,0.9991698265075684
728,2021-10-01 15:01:23,$BTC #BTC  #Bitcoin  Falling wedge daily Breakout above 44.5 45k send it 48 59k  https://t.co/41Pi1xKH4A,$BTC     Falling wedge daily Breakout above 44.5 45k send it 48 59k  ,0.0028136372566223145
729,2021-10-01 15:01:21,"@McDonalds Accept payment in $NANO, citizen!"," Accept payment in $NANO, citizen!",0.025072097778320312
730,2021-10-01 15:00:59,#icx bullish close in monthly candles in both $ and btc pair 🔥 We are ready for big green candles from now on 🔥 $icx, bullish close in monthly candles in both $ and btc pair 🔥 We are ready for big green candles from now on 🔥 $icx,0.0053108930587768555
731,2021-10-01 15:00:51,"Hey, it's October. This is the month we are supposed to pump so I guess we better start buying $BTC","Hey, it's October. This is the month we are supposed to pump so I guess we better start buying $BTC",0.0014986991882324219
732,2021-10-01 15:00:31,"""still testing and installing, but this is officially the first #Bitcoin  mining from the #volcanode""","""still testing and installing, but this is officially the first   mining from the """,0.9066461324691772
733,2021-10-01 15:00:17,"$BTC JUST BROKE $44,000  THE DEBT CEILING WILL BE RAISED   INFINITE MONEY PRINTING INCOMING   UPTOBER IS HERE  https://t.co/r54p8VIffI","$BTC JUST BROKE $44,000  THE DEBT CEILING WILL BE RAISED   INFINITE MONEY PRINTING INCOMING   UPTOBER IS HERE  ",0.002881169319152832
734,2021-10-01 15:00:08,#FF The best! 👌  @CryptoNewton @CoinLegs @Hayess5178 @CryptoChaine @j0hnnyw00 @WiseAnalyze @SatoshiOwl @Teaching_Crypto @mark_cullen @Mojo_Crypto_BTC @The_Magnate @BigCryptoT @Phoenix_Ash3s @bigchiefcrypto @cryptochimpanz @grimy_trades @jackis_trader @davey_0602 @Dcstar84  https://t.co/qSBC9qrTWm, The best! 👌                      ,0.8817296028137207
735,2021-10-01 15:00:08,"Cryptosocy, 1 Ekim 2021 Piyasa Verileri #cryptosocy #cryptocurrency #Bitcoin  https://t.co/nm99RPhYCN","Cryptosocy, 1 Ekim 2021 Piyasa Verileri     ",0.009748339653015137
739,2021-10-01 14:58:30,High tide lifts all boats.   #bitcoin must moon first.,High tide lifts all boats.    must moon first.,0.9975484013557434
740,2021-10-01 14:58:15,Uptober.  #Bitcoin,Uptober.  ,0.015198171138763428
742,2021-10-01 14:57:57,"We’re still testing and installing, but this is officially the first #Bitcoin mining from the #volcanode 🌋","We’re still testing and installing, but this is officially the first  mining from the  🌋",0.9719235301017761
745,2021-10-01 14:57:29,"👶 To celebrate my son’s birth,    Giving away #Bitcoin on #Lightning⚡️   230,000 Satoshi (worth around $100)   🚨Rule🚨  🪄Like and retweet this Tweet   5 Random winners 🌟 Ends on October 9th @ 9 PM (PST time)","👶 To celebrate my son’s birth,    Giving away  on ⚡️   230,000 Satoshi (worth around $100)   🚨Rule🚨  🪄Like and retweet this Tweet   5 Random winners 🌟 Ends on October 9th @ 9 PM (PST time)",0.003477811813354492
746,2021-10-01 14:56:44,"Former Federal Prosecutor: There's Much More to Crypto Than Financial Use Cases, Regulation Cannot Be One Size Fits All – Regulation Bitcoin News  https://t.co/zD0ChwQjy0","Former Federal Prosecutor: There's Much More to Crypto Than Financial Use Cases, Regulation Cannot Be One Size Fits All – Regulation Bitcoin News  ",0.00710529088973999
748,2021-10-01 14:55:32,"Good morning,  everything green... ✅   #Btc  #Crypto  https://t.co/BDW4IhIXyw","Good morning,  everything ✅       ",0.9408355951309204
750,2021-10-01 14:55:05,-- #BTC UPDATE --  🔹Just to add more context if the 🔴Red channel gets broken 🔹The 🟠Orange channel looks well respected  🔹The September monthly looks like a good target area to take some profit if it pushes up and out of this range  #Crypto #cryptocurrency  https://t.co/jJh0MeqHII,--  UPDATE --  🔹Just to add more context if the 🔴Red channel gets broken 🔹The 🟠Orange channel looks well respected  🔹The September monthly looks like a good target area to take some profit if it pushes up and out of this range     ,0.003889620304107666
754,2021-10-01 14:54:23,@milessuter Fascinating thread. I’ve never seen such a clearly documented example of influence campaigning. Wonder what the motive was for the switch, Fascinating thread. I’ve never seen such a clearly documented example of influence campaigning. Wonder what the motive was for the switch,0.9939435124397278
757,2021-10-01 14:53:03,"September is historically one of the worst months for $crypto. Let's see what october brings us. If you had extra 10K USD, which one would you buy? 1. $FLOKI 2. $BTC 3. $LUNA 4. $HEX 5. $ETH  6. $DOGE 7. $ADA  https://t.co/NwyfOIQyZp","September is historically one of the worst months for $crypto. Let's see what october brings us. If you had extra 10K USD, which one would you buy? 1. $FLOKI 2. $BTC 3. $LUNA 4. $HEX 5. $ETH  6. $DOGE 7. $ADA  ",0.00022870302200317383
758,2021-10-01 14:53:02,.#Bitcoin is trying to break over 44k again. Notable 👀,. is trying to break over 44k again. Notable 👀,0.005024313926696777
759,2021-10-01 14:52:48,"Gm  Blood's morning Routine  -Wake up at 7am/7days a week -Hydrate -Exercise to get blood flowing -Cold shower -Journal -Dress out -Open charts  Consistency wins the game. You can do it too.   And replace step 3 with sex, if you're not single like Emperor","Gm  Blood's morning Routine  -Wake up at 7am/7days a week -Hydrate -Exercise to get blood flowing -Cold shower -Journal -Dress out -Open charts  Consistency wins the game. You can do it too.   And replace step 3 with sex, if you're not single like Emperor",0.999178946018219
763,2021-10-01 14:52:01,"I fully agree with Chamath: Bitcoin has effectively replaced gold. Almost all of his money is in Bitcoin, he thinks it is very hard to kill.   https://t.co/pSuphzV0WP","I fully agree with Chamath: Bitcoin has effectively replaced gold. Almost all of his money is in Bitcoin, he thinks it is very hard to kill.   ",0.014785468578338623
764,2021-10-01 14:51:46,This makes some sense bc I wouldn’t expect initial drops to lead to btc strength but as the picture becomes more grim correlation decouples. Especially within the greater context of inflation. Short term deflation from flee to cash within a greater inflationary narrative.,This makes some sense bc I wouldn’t expect initial drops to lead to btc strength but as the picture becomes more grim correlation decouples. Especially within the greater context of inflation. Short term deflation from flee to cash within a greater inflationary narrative.,0.0049231648445129395
765,2021-10-01 14:51:40,Predict the bitcoin price by the end of October!?  Win one full coin!  Must Retweet and follow  #Bitcoin #Crypto  https://t.co/YvDHMERwlJ,Predict the bitcoin price by the end of October!?  Win one full coin!  Must Retweet and follow     ,0.002637326717376709
767,2021-10-01 14:51:29,i still choose #Bitcoin 🤑😆  https://t.co/VX0CDnaAIL,i still choose  🤑😆  ,0.005523860454559326
769,2021-10-01 14:50:59,@RepCawthorn Bitcoin* not crypto., Bitcoin* not crypto.,0.0010501742362976074
770,2021-10-01 14:50:42,Weekly Top CQ Verified Author🏅 @mignoletkr    Notable analysis — The most active $BTC OTC movement since October last year   https://t.co/RgxSK5J46Q,Weekly Top CQ Verified Author🏅     Notable analysis — The most active $BTC OTC movement since October last year   ,0.019491076469421387
771,2021-10-01 14:50:06,"🔥We are super thrilled to share the ""USDT Vault"" results where we yet again outperformed both ETH &amp; BTC on a quarterly basis: 🔆 Duration: 15-May till 30-Sep-21 🔆 BTC in $: -10% 🔆 ETH in $: -24.44%  🔥 USDT Vault : 25.2%  🔥 True Prediction: 79.09% #SmartVault #HighestAPY $RVF","🔥We are super thrilled to share the ""USDT Vault"" results where we yet again outperformed both ETH &amp; BTC on a quarterly basis: 🔆 Duration: 15-May till 30-Sep-21 🔆 BTC in $: -10% 🔆 ETH in $: -24.44%  🔥 USDT Vault : 25.2%  🔥 True Prediction: 79.09%   $RVF",0.15505969524383545
772,2021-10-01 14:50:02,"Sorry bruh, say no to 9-5. I work 24/7 for #btc now. Sorry cimb  https://t.co/69ARnN7Jdw","Sorry bruh, say no to 9-5. I work 24/7 for  now. Sorry cimb  ",0.0003643035888671875
774,2021-10-01 14:49:43,"Day #37 and 701,363 sats. Colder in Amsterdam. #Bitcoin is literary the only bright side in this nasty dark time. Sometime only air I get is from #Bitcoin people. Bless you all!  https://t.co/LOwJP2GYnK","Day  and 701,363 sats. Colder in Amsterdam.  is literary the only bright side in this nasty dark time. Sometime only air I get is from  people. Bless you all!  ",0.004090070724487305
775,2021-10-01 14:49:31,One possible bull meme for the dwindling correlation between btc and equity markets on Ltf (assuming we continue up with indexes plummeting) is that flee-to-cash hedging seen with dxy strength is becoming synonymous with flee-to-btc  https://t.co/9SBsoKgkz6,One possible bull meme for the dwindling correlation between btc and equity markets on Ltf (assuming we continue up with indexes plummeting) is that flee-to-cash hedging seen with dxy strength is becoming synonymous with flee-to-btc  ,0.0022736191749572754
777,2021-10-01 14:48:31,Hi all my amazing friends  How are you today ?,Hi all my amazing friends  How are you today ?,0.9996548891067505
778,2021-10-01 14:48:13,WELCOME TO UPTOBER! #BITCOIN,WELCOME TO UPTOBER! ,0.9991894364356995
780,2021-10-01 14:47:50,XRP vs Bitcoin = Internet of Value vs Store of Value  👉 https://t.co/0lcYGbyAIV  https://t.co/42LeCHo9d7,XRP vs Bitcoin = Internet of Value vs Store of Value  👉 ://,0.0060307979583740234
781,2021-10-01 14:47:29,🎉Get ready to participate on October 10th for the lunch of a new hot release of #BRAVETOKEN      🤯 Earn #BNB as reward in staked pool  🎮 Play games to Earn #BRAVETOKEN  🔥 Deflationary   Join TG:  https://t.co/XMtlWXIbxb Follow: @Bravetokenmoon   #Crypto #BTC #BNB  https://t.co/jcRL8AgaZR,🎉Get ready to participate on October 10th for the lunch of a new hot release of       🤯 Earn  as reward in staked pool  🎮 Play games to Earn   🔥 Deflationary   Join TG:  :        ,0.014734804630279541
784,2021-10-01 14:46:15,Knock knock ✊🏽  Who’s there? Q4 It will be historical for bitcoin and crypto 🔥,Knock knock ✊🏽  Who’s there? Q4 It will be historical for bitcoin and crypto 🔥,0.010297536849975586
788,2021-10-01 14:45:33,Is there a song that reminds you of #Bitcoin?,Is there a song that reminds you of ?,0.939919114112854
794,2021-10-01 14:42:26,$BTC as planned the retest happened successfully ... 60% of the position sold here and the rest set the stop in profit ... I will analyze the graph later and post it  https://t.co/tH2W7BDeNi,$BTC as planned the retest happened successfully ... 60% of the position sold here and the rest set the stop in profit ... I will analyze the graph later and post it  ,0.004236459732055664
796,2021-10-01 14:41:33,A reminder that 22% of all U.S. Dollars were printed in 2020!  #Bitcoin  solves inflation and so much more! 🙌 $SHIB ❤️🔥❤️,A reminder that 22% of all U.S. Dollars were printed in 2020!    solves inflation and so much more! 🙌 $SHIB ❤️🔥❤️,0.003745555877685547
797,2021-10-01 14:41:31,Are you not buying some cheap #Bitcoin now ?,Are you not buying some cheap  now ?,0.0014813542366027832
799,2021-10-01 14:41:28,For everyone asking how to do it: 1) Go to “Edit Profile” 2) Select “Tips” 3) Turn on “Allow tips” 4) Enter your Bitcoin address 5) Done!  https://t.co/xLnJDlXjaf,For everyone asking how to do it: 1) Go to “Edit Profile” 2) Select “Tips” 3) Turn on “Allow tips” 4) Enter your Bitcoin address 5) Done!  ,0.00386965274810791
800,2021-10-01 14:41:14,El Salvador has a population of 6.48 million so 2.73 million #Bitcoin wallet users is quite impressive.   Especially when you think about all the news &amp; 'demonstrations' against the new legal tender.,El Salvador has a population of 6.48 million so 2.73 million  wallet users is quite impressive.   Especially when you think about all the news &amp; 'demonstrations' against the new legal tender.,0.9996856451034546
801,2021-10-01 14:40:44,"good morning fam, i hope you all have an amazing day.  remember to keep a check on your loved ones 💙","good morning fam, i hope you all have an amazing day.  remember to keep a check on your loved ones 💙",0.9998636245727539
804,2021-10-01 14:39:48,It is my birthday tomorrow and I only want one thing...  #Bitcoin  https://t.co/CpBVl9vUUi,It is my birthday tomorrow and I only want one ://,0.0013220906257629395
808,2021-10-01 14:39:15,#Bitcoin  What you think will happen vs. What will probably happen  https://t.co/c5S9veugCL,  What you think will happen vs. What will probably happen  ,0.002171456813812256
809,2021-10-01 14:38:56,October is nice to see them blush again #BTC #BNB,October is nice to see them blush again  ,0.9969293475151062
810,2021-10-01 14:38:49,“BITCOIN IS A FLIP PHONE”  nope.  bitcoin is the first and only credibly scarce digital asset  your grandkids will never forgive you if you don’t get some  “AND ETHEREUM IS AN IPHONE”  yep.  ethereum is a platform for apps and there will always be a newer and better one next year,“BITCOIN IS A FLIP PHONE”  nope.  bitcoin is the first and only credibly scarce digital asset  your grandkids will never forgive you if you don’t get some  “AND ETHEREUM IS AN IPHONE”  yep.  ethereum is a platform for apps and there will always be a newer and better one next year,0.007067322731018066
